book,chapter,total_verses,total_lines,total_words,avg_words_per_line,avg_chars_per_line,max_line_chars,min_line_chars,lines_per_verse,short_line_ratio,max_consec_short_lines,aictp_count,aictp_rate,future_aictp,isay_count,isay_per_1k,caused_that_count,caused_that_per_1k,began_to_count,began_to_per_1k,question_count,question_per_verse,wo_count,behold_count,behold_per_1k,verily_count,thus_we_see,brethren_count
2nephi,9,54,303,2388,7.88,41.1,101,5,5.61,0.224,7,0,0.0,1,0,0.0,0,0.0,0,0.0,3,0.056,10,13,5.44,0,0,11
2nephi,10,25,126,966,7.67,40.5,76,5,5.04,0.27,7,0,0.0,1,0,0.0,0,0.0,0,0.0,1,0.04,0,5,5.18,0,0,4
2nephi,11,8,40,338,8.45,42.0,64,14,5.0,0.125,5,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.96,1,0,0
2nephi,12,22,87,644,7.4,36.9,71,16,3.95,0.218,5,0,0.0,2,0,0.0,0,0.0,0,0.0,1,0.045,0,0,0.0,0,0,0
2nephi,13,26,87,584,6.71,35.2,71,7,3.35,0.322,7,0,0.0,1,0,0.0,0,0.0,0,0.0,1,0.038,2,1,1.71,0,0,0
2nephi,14,6,23,202,8.78,44.0,72,24,3.83,0.13,6,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
2nephi,15,30,119,854,7.18,37.1,65,8,3.97,0.277,7,0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.033,6,4,4.68,0,0,0
2nephi,16,13,57,370,6.49,31.4,69,12,4.38,0.404,10,0,0.0,0,0,0.0,0,0.0,0,0.0,2,0.154,0,0,0.0,0,0,0
2nephi,17,25,97,682,7.03,34.6,71,9,3.88,0.33,6,1,0.04,4,0,0.0,0,0.0,0,0.0,1,0.04,0,1,1.47,0,0,0
2nephi,18,22,85,562,6.61,33.9,71,11,3.86,0.294,6,0,0.0,1,0,0.0,0,0.0,0,0.0,1,0.045,0,4,7.12,0,0,0
2nephi,19,21,80,587,7.34,38.3,69,14,3.81,0.225,4,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
2nephi,20,34,130,927,7.13,35.6,80,9,3.82,0.308,7,0,0.0,3,0,0.0,0,0.0,0,0.0,10,0.294,1,1,1.08,0,0,0
2nephi,21,16,58,519,8.95,45.0,74,24,3.62,0.017,2,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0
2nephi,22,6,22,134,6.09,30.4,57,13,3.67,0.364,7,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,7.46,0,0,0
2nephi,23,22,77,586,7.61,39.4,70,15,3.5,0.195,3,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,3.41,0,0,0
2nephi,24,32,122,888,7.28,36.8,74,12,3.81,0.254,5,0,0.0,2,0,0.0,0,0.0,0,0.0,7,0.219,0,0,0.0,0,0,0
2nephi,25,30,204,1699,8.33,44.2,89,9,6.8,0.142,5,0,0.0,2,2,1.18,0,0.0,0,0.0,0,0.0,1,13,7.65,0,0,1
2nephi,26,33,188,1483,7.89,41.9,83,13,5.7,0.202,6,0,0.0,2,6,4.05,0,0.0,0,0.0,4,0.121,0,14,9.44,0,0,3
2nephi,27,35,177,1460,8.25,41.1,105,8,5.06,0.209,7,0,0.0,4,0,0.0,0,0.0,0,0.0,3,0.086,1,17,11.64,0,0,0
2nephi,28,32,174,1239,7.12,36.1,93,12,5.44,0.316,7,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,2,10,8.07,0,0,1
2nephi,29,14,108,804,7.44,37.0,80,8,7.71,0.278,5,0,0.0,2,0,0.0,3,3.73,0,0.0,9,0.643,0,3,3.73,0,0,0
2nephi,30,18,82,708,8.63,44.5,98,18,4.56,0.122,3,0,0.0,2,1,1.41,0,0.0,0,0.0,0,0.0,0,3,4.24,0,0,2
2nephi,31,21,132,988,7.48,38.4,77,5,6.29,0.341,7,0,0.0,0,1,1.01,0,0.0,0,0.0,4,0.19,0,6,6.07,0,0,8
2nephi,32,9,56,426,7.61,38.8,75,14,6.22,0.25,8,0,0.0,0,2,4.69,0,0.0,0,0.0,3,0.333,0,6,14.08,0,0,2
2nephi,33,15,87,646,7.43,36.7,80,5,5.8,0.264,5,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,4.64,0,0,2
jacob,1,19,85,718,8.45,45.8,93,18,4.47,0.129,3,3,0.158,0,0,0.0,0,0.0,4,5.57,0,0.0,0,1,1.39,0,0,0
jacob,2,35,167,1364,8.17,43.1,83,14,4.77,0.216,4,0,0.0,0,1,0.73,0,0.0,0,0.0,3,0.086,0,10,7.33,0,0,6
jacob,3,14,76,619,8.14,44.8,77,14,5.43,0.118,3,0,0.0,0,0,0.0,0,0.0,1,1.62,1,0.071,0,3,4.85,0,0,2
jacob,4,18,112,928,8.29,44.5,89,12,6.22,0.188,3,1,0.056,0,0,0.0,0,0.0,0,0.0,3,0.167,0,10,10.78,0,0,2
jacob,5,77,430,3758,8.74,44.6,94,11,5.58,0.165,4,31,0.403,0,0,0.0,5,1.33,7,1.86,9,0.117,0,47,12.51,0,0,1
